Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
That is all I have for right now.,8,1.80,10.58,99.00,25.77,8.00,0.00,100.00,75.00,25.00,12.50,12.50,0.00,0.00,0.00,0.00,12.50,0.00,12.50,25.00,12.50,0.00,0.00,25.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,0.00,25.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I can't think of a reason why people get ulcers.,10,77.33,2.31,99.00,25.77,10.00,0.00,100.00,50.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,10.00,0.00,10.00,20.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,40.00,20.00,20.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00
My name is Millie and I am a human volunteer for the Loebner Prize. I live in Leeds and am single. I am interested in AI but don't have a chatbot myself.,32,29.29,10.58,74.76,99.00,10.67,12.50,84.38,62.50,15.62,15.62,15.62,0.00,0.00,0.00,0.00,0.00,9.38,9.38,18.75,0.00,9.38,3.12,21.88,3.12,0.00,0.00,3.12,3.12,6.25,6.25,0.00,0.00,0.00,0.00,9.38,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,3.12,0.00,3.12,0.00,0.00,6.25,3.12,3.12,0.00,3.12,0.00,0.00,21.88,0.00,6.25,0.00,6.25,0.00,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,9.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00
"(no response)",2,1.80,1.00,1.00,25.77,2.00,50.00,100.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
My personality was developed by my parents. I think via a neural net.,13,82.00,6.21,99.00,25.77,6.50,23.08,84.62,53.85,23.08,23.08,23.08,0.00,0.00,0.00,0.00,0.00,7.69,15.38,7.69,0.00,0.00,0.00,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,7.69,7.69,0.00,7.69,0.00,7.69,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
You are a researcher at the university in the AI. I am PatrickÕs program,14,97.54,76.25,52.86,25.77,7.00,28.57,85.71,64.29,14.29,14.29,7.14,0.00,7.14,0.00,0.00,0.00,21.43,14.29,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,14.29,0.00,21.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ugh I love you See you tomorrow Virginia!,8,11.24,99.00,74.76,25.77,8.00,25.00,100.00,37.50,37.50,37.50,12.50,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,25.00,12.50,12.50,0.00,0.00,0.00,37.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,25.00,0.00,0.00,12.50,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,12.50,12.50,12.50,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00
I couldnÕt think of anything else to say,8,92.84,10.58,99.00,25.77,8.00,25.00,87.50,50.00,25.00,12.50,12.50,0.00,0.00,0.00,0.00,12.50,0.00,25.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,37.50,12.50,0.00,0.00,12.50,0.00,12.50,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11 letters.,2,92.84,50.00,1.00,25.77,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Do you identify as a man, or a woman?",9,74.89,99.00,58.07,25.77,9.00,11.11,100.00,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,22.22,11.11,11.11,0.00,22.22,0.00,11.11,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,11.11,11.11,22.22,11.11,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
tea &P!,2,92.84,50.00,1.00,25.77,2.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,50.00
ItÕs your choice..,3,17.96,99.00,98.01,25.77,3.00,0.00,66.67,33.33,33.33,33.33,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.67,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Is there only one most difficulty?,6,1.80,50.00,1.00,1.00,6.00,16.67,100.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,33.33,0.00,0.00,16.67,16.67,16.67,0.00,16.67,16.67,16.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00
If is bigger.,3,1.00,1.00,98.01,25.77,3.00,0.00,100.00,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,33.33,0.00,33.33,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,33.33,33.33,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,33.33,0.00,0.00,0.00,33.33,0.00,33.33,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"i would recommend Colgate 360 - medium bristle strength i like this tooth brush because it cleans your whole mouth. it has a cheek and tongue cleaner. and it works really good! Change your toothbrush on a regular basis, at least every 6 months.",43,42.20,67.90,12.01,99.00,10.75,18.60,88.37,41.86,18.60,9.30,4.65,0.00,4.65,0.00,0.00,9.30,4.65,4.65,4.65,2.33,6.98,0.00,11.63,6.98,4.65,0.00,4.65,6.98,6.98,6.98,0.00,0.00,0.00,0.00,6.98,0.00,0.00,0.00,0.00,13.95,0.00,6.98,2.33,0.00,2.33,2.33,4.65,0.00,0.00,2.33,11.63,11.63,0.00,0.00,0.00,6.98,0.00,2.33,2.33,2.33,0.00,0.00,6.98,0.00,9.30,2.33,4.65,2.33,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.95,6.98,2.33,0.00,0.00,0.00,2.33,2.33,0.00,0.00,0.00,0.00
"Perhaps in your fantasies we are a researcher in Artificial Intelligence at Goldsmiths University, do each other.",17,73.36,96.11,66.34,99.00,17.00,41.18,88.24,58.82,17.65,11.76,0.00,5.88,5.88,0.00,0.00,5.88,5.88,17.65,11.76,5.88,0.00,0.00,11.76,0.00,0.00,0.00,0.00,5.88,11.76,11.76,0.00,0.00,0.00,0.00,11.76,0.00,0.00,0.00,0.00,11.76,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,11.76,0.00,17.65,0.00,17.65,0.00,11.76,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Because he was in a rush Dave drove faster than Mike.,11,92.84,50.00,99.00,25.77,11.00,9.09,81.82,54.55,9.09,9.09,0.00,0.00,0.00,9.09,0.00,0.00,9.09,18.18,9.09,0.00,9.09,0.00,18.18,18.18,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,9.09,18.18,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,0.00,36.36,27.27,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"I like board games, and played a lot as a child. I havenÕt that much time these days.",18,60.80,50.00,58.07,99.00,9.00,5.56,88.89,44.44,22.22,11.11,11.11,0.00,0.00,0.00,0.00,11.11,11.11,5.56,0.00,0.00,11.11,0.00,11.11,5.56,5.56,0.00,0.00,11.11,11.11,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,5.56,0.00,5.56,0.00,0.00,5.56,0.00,0.00,11.11,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,11.11,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
The One That You Love. :)AnswerYou should be with the one you love. Life is too short to settle for less,22,79.25,99.00,1.00,99.00,7.33,4.55,95.45,54.55,13.64,9.09,0.00,0.00,9.09,0.00,0.00,4.55,9.09,13.64,13.64,4.55,0.00,0.00,13.64,9.09,4.55,0.00,9.09,4.55,13.64,13.64,0.00,0.00,0.00,0.00,18.18,0.00,0.00,0.00,0.00,9.09,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,0.00,4.55,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,9.09,0.00,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I don't want cups. Do you want?,7,1.00,50.00,1.00,25.77,3.50,0.00,85.71,57.14,28.57,28.57,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,28.57,0.00,0.00,14.29,57.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,28.57,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.86,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00
"Sorry, I canÕt remember. What type of fruit do you dislike the most?",13,64.27,77.92,17.46,1.00,6.50,15.38,84.62,46.15,23.08,15.38,7.69,0.00,7.69,0.00,0.00,7.69,7.69,7.69,7.69,0.00,0.00,0.00,23.08,15.38,7.69,7.69,0.00,7.69,15.38,0.00,15.38,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,15.38,7.69,0.00,0.00,7.69,0.00,0.00,7.69,0.00,0.00,0.00,7.69,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,7.69,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,7.69,7.69,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00
"Not much to say really, iÕm just prepare for this afternoons contest.",12,60.80,4.80,74.76,25.77,12.00,25.00,83.33,50.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,16.67,0.00,16.67,0.00,8.33,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,16.67,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IÕm 37.,2,92.84,50.00,1.00,25.77,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"ItÕs a the persons, animals or things previously mentioned",9,92.84,86.68,58.07,25.77,9.00,44.44,77.78,44.44,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,22.22,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
What does Brexit mean?,4,1.80,50.00,74.76,25.77,4.00,0.00,75.00,50.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,50.00,25.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00
I donÕt know if we have met before.,8,11.24,89.42,99.00,25.77,8.00,0.00,87.50,62.50,25.00,25.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,12.50,0.00,37.50,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,25.00,12.50,0.00,12.50,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00,12.50,25.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Yes..,1,92.84,50.00,1.00,25.77,1.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,200.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Someday I will circumnavigate the globe. I was attracted by the ocean . I will take the people closest and swim . Do you ever swim in a sea ?,27,65.78,50.00,92.47,88.52,6.75,14.81,85.19,59.26,14.81,14.81,11.11,0.00,3.70,0.00,0.00,0.00,14.81,7.41,14.81,3.70,3.70,0.00,18.52,3.70,3.70,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,7.41,0.00,0.00,0.00,0.00,7.41,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,3.70,0.00,7.41,7.41,11.11,18.52,7.41,7.41,3.70,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.81,11.11,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00
Toast is made from bread.,5,92.84,50.00,1.00,25.77,5.00,0.00,80.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
The chicken,2,99.00,50.00,1.00,25.77,2.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I do not know by what planning is done.,9,1.00,1.00,98.01,25.77,9.00,11.11,100.00,77.78,22.22,11.11,11.11,0.00,0.00,0.00,0.00,11.11,0.00,11.11,33.33,0.00,0.00,11.11,44.44,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,11.11,33.33,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
What do I hold when I shake hands?,8,1.00,1.00,99.00,1.00,8.00,0.00,87.50,62.50,37.50,25.00,25.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,12.50,12.50,12.50,0.00,12.50,0.00,0.00,25.00,0.00,0.00,12.50,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,12.50,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,25.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00
Because itÕs like that,4,37.39,50.00,1.00,25.77,4.00,25.00,75.00,75.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Great. Sometimes it happens that two people have things in common. One of my favorite forms of recreation - Movies. And the work does not need, and a lot of fun:D But with strangers I do not go to the movies:D Do you like to watch movies?",48,76.43,20.24,23.51,99.00,12.00,12.50,91.67,52.08,12.50,6.25,4.17,0.00,2.08,0.00,0.00,6.25,6.25,14.58,8.33,0.00,6.25,4.17,16.67,8.33,0.00,0.00,4.17,2.08,8.33,8.33,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,12.50,0.00,0.00,2.08,4.17,0.00,6.25,2.08,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,2.08,0.00,2.08,0.00,0.00,18.75,0.00,8.33,2.08,2.08,2.08,2.08,10.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,6.25,2.08,4.17,0.00,2.08,0.00,2.08,0.00,0.00,0.00,0.00
