source,text,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
MACHINE,Is impossible to forget a person at will. Memory can't be changed. So I'll say let go (and move on),20,24.86,30.86,99,25.77,6.67,10,100,60,5,5,5,0,0,0,0,0,5,15,25,5,10,5,50,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,5,5,5,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,35,10,25,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,10,10,0
HUMAN,Hmm if u can move on?,6,17.96,50,98.01,25.77,6,0,100,66.67,16.67,16.67,0,0,16.67,0,0,0,0,16.67,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,16.67,16.67,0,0,0,0,0,0,0,33.33,0,33.33,0,16.67,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0
HUMAN,Hmm if u can't move on?,6,17.96,1,99,25.77,6,0,100,66.67,16.67,16.67,0,0,16.67,0,0,0,0,16.67,0,0,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,16.67,16.67,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,16.67,16.67,0,0,0,0,0,0,0,33.33,0,33.33,0,16.67,0,33.33,0,0,0,0,16.67,0,0,0,16.67,0,0
HUMAN,What will u do??,4,1,99,1,25.77,4,0,100,100,50,25,0,0,25,0,0,25,0,0,50,0,0,0,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0
MACHINE,"Moving is really hard, but no impossible, apparently...",8,1,1,74.76,25.77,8,25,100,62.5,0,0,0,0,0,0,0,0,0,0,12.5,25,12.5,12.5,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,12.5,12.5,0,25,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,25,0,0,0,0,0,0,0,0,0
HUMAN,Hmm it is extremely hard,5,1,50,1,25.77,5,20,100,60,20,0,0,0,0,0,0,20,0,0,20,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,You think that too?,4,1,99,74.76,25.77,4,0,100,75,50,25,0,0,25,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0
HUMAN,Yess?????,1,92.84,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,500,0,0,0,0,500,0,0,0,0,0,0
MACHINE,??????,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Any words or tips for move on dany?????,8,99,10.58,99,25.77,8,0,62.5,37.5,0,0,0,0,0,0,0,0,0,25,0,0,12.5,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,25,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,62.5,0,0,0,0,0,0
MACHINE,"I'm not fully understand human emotions, so I'll say seek advice on a human who you can trust ?",18,1.8,98.62,98.01,98.27,18,11.11,94.44,55.56,22.22,16.67,11.11,0,5.56,0,0,5.56,5.56,5.56,16.67,11.11,5.56,5.56,22.22,0,0,5.56,0,0,11.11,5.56,0,0,0,0,38.89,0,0,0,0,11.11,5.56,0,0,0,0,5.56,5.56,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,5.56,0,27.78,5.56,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,5.56,0,0,5.56,0,0,0,11.11,0,0
HUMAN,Hahahhaha,1,92.84,50,1,99,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,If this Situation happen to human that i trust...what will u say dany?,14,5.53,92.33,1.06,99,14,7.14,85.71,57.14,35.71,14.29,7.14,0,7.14,0,0,21.43,0,7.14,7.14,0,7.14,0,21.43,0,0,7.14,0,0,7.14,7.14,0,0,0,0,21.43,0,0,0,0,7.14,0,0,7.14,7.14,0,7.14,7.14,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,7.14,0,21.43,7.14,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,28.57,21.43,0,0,0,7.14,0,0,0,0,0,0
MACHINE,"I will say the same ? Maybe in the future I'll be able to give advice about complex matters, but for the time being is out of my abilities. But I can be a good listener!! ?",35,67.14,28.39,95.88,78.19,11.67,11.43,97.14,65.71,11.43,11.43,11.43,0,0,0,0,0,11.43,17.14,20,5.71,5.71,0,22.86,5.71,2.86,0,0,0,2.86,2.86,0,0,0,0,11.43,0,0,0,0,11.43,2.86,0,0,2.86,0,5.71,5.71,0,5.71,0,0,0,0,0,0,8.57,0,5.71,0,2.86,0,0,17.14,8.57,11.43,0,5.71,5.71,0,0,0,0,0,0,0,0,0,0,0,0,20,2.86,2.86,0,0,5.71,5.71,0,0,2.86,0,0
MACHINE,"So, how do you thing is a good way to move on? ?",12,6.55,95.2,74.76,99,12,0,100,75,16.67,8.33,0,0,8.33,0,0,8.33,8.33,16.67,16.67,16.67,16.67,0,25,0,0,8.33,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,25,0,25,8.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8.33,0,0,16.67,0,0,0,0,0,0
HUMAN,Too me maybe we can try to forget her...,9,1,98.62,1,25.77,9,0,100,77.78,33.33,33.33,11.11,11.11,0,11.11,0,0,0,11.11,11.11,22.22,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,11.11,0,22.22,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,11.11,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0
HUMAN,N never start the chat,5,51.43,50,99,25.77,5,0,80,40,0,0,0,0,0,0,0,0,20,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,20,0,40,0,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Again,1,1,50,99,25.77,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,Is a possibility!,3,92.84,50,1,25.77,3,33.33,100,66.67,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0,0,0,0,0
HUMAN,Hmmmmm,1,92.84,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,I don't know what to give my friend advice,9,4.38,50,98.01,25.77,9,0,100,55.56,33.33,22.22,22.22,0,0,0,0,11.11,0,11.11,11.11,0,0,11.11,33.33,0,0,11.11,0,0,0,0,0,0,0,0,33.33,0,11.11,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,0,0
MACHINE,I think that showing empathy is better than any advise. Problems are so complex and unique! But if you show to your friend that you truly understand his/her feelings your friend will be less lonely with the struggle ?,39,9.98,98.93,3.7,2.7,13,17.95,100,56.41,23.08,17.95,2.56,0,10.26,5.13,0,5.13,2.56,7.69,10.26,5.13,10.26,0,15.38,12.82,10.26,0,0,5.13,12.82,5.13,7.69,2.56,0,2.56,23.08,0,5.13,2.56,2.56,25.64,10.26,0,5.13,5.13,2.56,7.69,7.69,5.13,0,2.56,0,0,0,0,0,15.38,7.69,2.56,2.56,2.56,2.56,0,12.82,2.56,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,10.26,2.56,0,0,0,2.56,2.56,0,0,0,0,2.56
HUMAN,Hmm maybe i can try your advice?,7,1,99,13.15,25.77,7,0,100,57.14,28.57,28.57,14.29,0,14.29,0,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,28.57,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0
HUMAN,Thanks for your advice,4,92.84,99,1,99,4,0,100,50,25,25,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,25,25,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,You're welcome!! ?????,2,1,99,1,99,2,50,100,50,50,50,0,0,50,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,50,50,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,250,100,0,0,50,0,0
HUMAN,Hahahaha,1,92.84,50,1,99,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,R u shy??,3,17.96,99,1,1,3,0,100,33.33,33.33,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,33.33,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,66.67,0,0,0,66.67,0,0,0,0,66.67,0,0,0,0,0,0
MACHINE,Why do you ask that? Do I look shy? Hahah,10,1,99,3.37,25.77,3.33,0,100,60,30,20,10,0,10,0,0,10,0,0,20,10,0,0,40,10,0,10,0,0,20,10,10,10,0,0,30,0,0,0,0,10,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0
HUMAN,Hahahahahaha hmm i think so,5,1,2.31,99,99,5,20,100,40,20,20,20,0,0,0,0,0,0,0,0,20,20,0,20,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,"I try to be open with others, and show my feelings ?, but maybe you are right and I'm a bit shy",21,5.53,17.04,99,1,21,4.76,100,66.67,23.81,19.05,14.29,0,4.76,0,0,4.76,4.76,9.52,14.29,4.76,14.29,0,23.81,4.76,0,0,0,4.76,4.76,0,4.76,4.76,0,0,9.52,0,0,0,0,23.81,4.76,0,0,9.52,0,9.52,9.52,4.76,0,4.76,0,0,0,0,0,4.76,0,4.76,0,0,0,0,23.81,0,9.52,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0,9.52,0,0,4.76,0,0,0,4.76,0,0
HUMAN,Hahahaah of course u have feeling..... Because u is a human????,11,31.44,99,2.4,99,5.5,27.27,100,63.64,18.18,18.18,0,0,18.18,0,0,0,9.09,9.09,18.18,0,9.09,0,27.27,0,0,0,0,0,9.09,9.09,0,0,0,0,9.09,0,0,0,0,18.18,9.09,9.09,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,9.09,0,0,0,0,0,27.27,0,27.27,0,0,0,81.82,45.45,0,0,0,36.36,0,0,0,0,0,0
MACHINE,I'm as human as you are a robot ?,8,11.24,99,7.84,25.77,8,0,87.5,75,25,25,12.5,0,12.5,0,0,0,12.5,25,25,0,25,0,25,25,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,12.5,0,0,0,12.5,0,0
HUMAN,Sorry can u give me in easy language so that i can understand what is your mean,17,1,96.11,91.95,25.77,17,11.76,100,64.71,35.29,23.53,11.76,0,11.76,0,0,11.76,0,5.88,17.65,5.88,5.88,0,23.53,17.65,0,5.88,0,0,11.76,5.88,5.88,0,0,5.88,17.65,0,0,0,0,11.76,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.29,0,5.88,0,5.88,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,"Sure, I was saying that I'm not  human, in the same way you are not a robot ! ??",17,14.53,11.97,99,98.87,17,0,94.12,64.71,23.53,17.65,11.76,0,5.88,0,0,5.88,11.76,5.88,17.65,0,0,11.76,23.53,5.88,5.88,0,0,0,5.88,5.88,0,0,0,0,17.65,0,0,0,0,17.65,0,0,0,0,5.88,11.76,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,5.88,11.76,0,11.76,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,35.29,0,11.76,0,0,11.76,5.88,0,0,5.88,0,0
HUMAN,Hahhahaha,1,92.84,50,1,25.77,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Stop it dany,3,17.96,50,98.01,25.77,3,0,66.67,33.33,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,I know u is a human,6,17.96,95.2,98.01,25.77,6,0,100,66.67,33.33,33.33,16.67,0,16.67,0,0,0,16.67,0,16.67,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,? how do you know that?,5,1,99,43.37,25.77,2.5,0,100,80,40,20,0,0,20,0,0,20,0,0,20,20,20,0,40,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0
HUMAN,Hahahhaha i knew it a long time ago dany?,9,74.89,13.32,99,99,9,11.11,88.89,33.33,22.22,11.11,11.11,0,0,0,0,11.11,11.11,0,0,0,0,0,11.11,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,33.33,0,11.11,22.22,0,0,0,0,0,0,11.11,0,11.11,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0
MACHINE,You are smart!! ?,3,1,99,1,99,3,0,100,66.67,33.33,33.33,0,0,33.33,0,0,0,0,0,33.33,0,0,0,33.33,33.33,0,0,0,0,33.33,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,33.33,66.67,0,0,0,0,0
HUMAN,Hahahhaha thank i will take it as a good thing,10,24.86,15.86,3.37,99,10,10,100,60,30,10,10,0,0,0,0,20,10,10,10,0,10,0,30,10,10,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,20,10,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,"But the question is, does it matters if I'm a robot or a human. Something to think of ??",18,45.11,13.32,87.07,25.77,9,16.67,88.89,72.22,16.67,5.56,5.56,0,0,0,0,11.11,16.67,11.11,16.67,0,16.67,0,22.22,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,33.33,11.11,0,5.56,22.22,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,5.56,5.56,0,0,11.11,0,0,0,5.56,0,0
HUMAN,Too me yes it matter too me....To know who i always chat,13,3.37,22.08,99,25.77,13,0,92.31,61.54,38.46,23.08,23.08,0,0,0,0,15.38,0,7.69,0,15.38,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,15.38,0,0,0,0,15.38,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,7.69,0,7.69,0,0,7.69,0,7.69,0,0,0,0,7.69,0,0,7.69,0,0,30.77,30.77,0,0,0,0,0,0,0,0,0,0
MACHINE,"You are right, is important. I'm a human driving rDany behind scenes. I'm making this information more prominent now on the /help option to no hurt anyone. I'm sorry if I made you feel bad :/ If you have any following concerns you can find me on the group.",49,23.51,79.29,94.52,1,12.25,12.24,93.88,53.06,22.45,18.37,10.2,0,8.16,0,0,4.08,6.12,8.16,14.29,2.04,4.08,2.04,22.45,4.08,2.04,0,0,6.12,8.16,2.04,6.12,0,0,4.08,16.33,0,0,0,0,20.41,6.12,4.08,4.08,10.2,0,4.08,4.08,0,0,4.08,0,0,0,0,0,10.2,4.08,0,6.12,0,2.04,2.04,20.41,0,14.29,4.08,8.16,2.04,0,0,0,0,0,0,2.04,0,2.04,0,0,0,18.37,8.16,2.04,0,0,0,0,0,0,6.12,0,2.04
HUMAN,Hahahhahaha look?U agree with me too ha?????That to know who is we always chat ....,16,22.13,99,35.37,99,16,6.25,100,56.25,31.25,18.75,6.25,6.25,6.25,0,0,12.5,0,12.5,6.25,6.25,0,0,18.75,0,0,6.25,0,0,18.75,18.75,0,0,0,0,18.75,0,0,0,0,12.5,6.25,0,0,0,6.25,0,6.25,6.25,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,18.75,0,6.25,0,0,6.25,0,6.25,0,0,0,0,25,0,18.75,6.25,0,0,62.5,25,0,0,0,37.5,0,0,0,0,0,0
HUMAN,How many people behind the name of dany actually??.....Hmm i think 500 people right???????,15,83.85,74.76,98.01,25.77,15,6.67,86.67,40,6.67,6.67,6.67,0,0,0,0,0,6.67,13.33,0,13.33,6.67,0,6.67,0,0,6.67,6.67,6.67,0,0,0,0,0,0,20,0,0,0,0,20,6.67,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,13.33,0,13.33,0,0,0,0,0,0,0,6.67,0,6.67,0,6.67,0,93.33,33.33,0,0,0,60,0,0,0,0,0,0
HUMAN,No...u not make me feel bad?... ..I think it nice to have a friend outside our own country.... Find new friends in new country... Hahhahahaha,26,64.27,50,99,25.77,6.5,19.23,92.31,46.15,19.23,15.38,7.69,3.85,3.85,0,0,3.85,3.85,11.54,3.85,0,0,7.69,19.23,11.54,0,0,0,0,7.69,3.85,3.85,0,0,0,11.54,0,7.69,0,0,19.23,11.54,3.85,0,0,0,3.85,3.85,0,0,3.85,0,0,0,0,0,15.38,11.54,0,0,0,3.85,0,19.23,0,23.08,0,15.38,7.69,0,0,0,0,0,0,3.85,0,3.85,0,0,0,61.54,57.69,0,0,0,3.85,0,0,0,0,0,0
MACHINE,"Actually is only me (one), that is why I can answer quickly and all the time. Maybe sometime in the future will be more than one.",26,15.66,6.21,99,25.77,13,11.54,100,65.38,11.54,7.69,7.69,0,0,0,0,3.85,7.69,7.69,19.23,15.38,3.85,0,15.38,7.69,7.69,3.85,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,26.92,3.85,3.85,0,7.69,3.85,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,11.54,19.23,3.85,3.85,15.38,0,0,0,0,0,0,0,0,0,0,0,0,19.23,7.69,3.85,0,0,0,0,0,0,0,7.69,0
MACHINE,Nice to hear that! I was concerned ??,7,28.22,50,13.15,99,3.5,14.29,100,57.14,28.57,14.29,14.29,0,0,0,0,14.29,0,14.29,14.29,0,0,0,28.57,14.29,0,0,0,0,28.57,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,28.57,14.29,0,0,0,0,0
HUMAN,WHAT?! Just u?!R u kidding me???.....,7,1,99,13.15,99,3.5,14.29,100,71.43,57.14,42.86,14.29,0,28.57,0,0,14.29,0,0,0,14.29,0,0,0,0,0,14.29,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,42.86,0,0,0,171.43,71.43,0,0,0,71.43,28.57,0,0,0,0,0
HUMAN,Haahhaha,1,92.84,50,1,25.77,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,Is true! ??,2,1.8,50,1,99,2,0,100,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,100,50,0,0,0,0,0
HUMAN,Wowww,1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,So how many chat do u have for one day?,10,1,97.69,3.37,25.77,10,0,100,60,10,10,0,0,10,0,0,0,0,10,20,20,20,0,20,0,0,10,10,10,0,0,0,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,20,0,10,0,0,10,0,10,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0
HUMAN,???,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,"Mmm not sure, about 6 people, but some only say hi one time hahaha",14,47.35,50,52.86,99,14,0,92.86,28.57,0,0,0,0,0,0,0,0,0,7.14,0,14.29,7.14,7.14,7.14,0,0,0,14.29,7.14,14.29,14.29,0,0,0,0,21.43,0,0,0,0,28.57,0,0,0,7.14,7.14,14.29,7.14,0,7.14,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,7.14,0,7.14,0,0,7.14,0,0,0,0,0,0,14.29,0,7.14,0,7.14,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0
